champion_id,champion_name,pick_rate,pagerank_frequency,pagerank_association,degree_frequency,degree_association
266,Aatrox,0.0485176002155221,0.00908160084550513,0.00580037424131924,170008.0,3.9631268976150484
38,Kassadin,0.0238878006237357,0.0049315021187480886,0.005799597357848907,83704.0,4.024809529905217
82,Mordekaiser,0.0179335442893476,0.003907433936896759,0.005783621671351188,62840.0,4.122723728561798
134,Syndra,0.0547549576946434,0.010161881043371066,0.005758328844162666,191864.0,3.720419010822171
26,Zilean,0.020799943379771,0.004418032995597652,0.005728115913024871,72884.0,3.9446225032615123
53,Blitzcrank,0.0254939430053469,0.005207588274849413,0.005689929918622993,89332.0,3.9651309020634136
799,Ambessa,0.0615493851682397,0.011283625803172057,0.005622574529264724,215672.0,3.9749018168196013
238,Zed,0.0560506020465473,0.010412400064364101,0.005587781882574124,196404.0,3.882616415406006
13,Ryze,0.0353431231535641,0.006853186194208321,0.005501450021318244,123844.0,3.9319459983153724
143,Zyra,0.0185362757587795,0.004017605276412736,0.0054862181733465985,64952.0,3.8114376080374366
112,Viktor,0.0346981548197969,0.006763419760723365,0.005448797388866311,121584.0,3.5893672904637883
85,Kennen,0.0185750880124929,0.004010848035748242,0.005436092960995661,65088.0,3.843202941231227
106,Volibear,0.0236515024908334,0.0048794934750551605,0.005404945198820449,82876.0,3.753161137354643
893,Aurora,0.0252987401999059,0.005155114299283461,0.005372095509922652,88648.0,3.7676864440340507
84,Akali,0.0462333849308,0.008714671131820348,0.005294613330274417,162004.0,3.550642955554016
86,Garen,0.0268592211065601,0.005428346028045473,0.00528513203310392,94116.0,3.4670348502699495
126,Jayce,0.0605436911823125,0.011126130142596594,0.005252246233223692,212148.0,3.6642256039045384
20,Nunu,0.0223353104751989,0.004650715857424276,0.005233462588170436,78264.0,3.6774551688348383
39,Irelia,0.0330292279101199,0.006476066949624835,0.005195844572223992,115736.0,3.6193857910233804
58,Renekton,0.0299265306867942,0.005930252254755202,0.005055910631497602,104864.0,3.5325811385745425
55,Katarina,0.0375462893202376,0.007265843407520906,0.0049528797653603735,131564.0,3.2623986735278003
498,Xayah,0.0176173385752706,0.0038887585442082886,0.004939374395919819,61732.0,3.4432595778059065
888,Renata,0.0068389474116792,0.0020490158539931374,0.00492074377033924,23964.0,3.448393599080088
7,Leblanc,0.0263455295132943,0.005344215647651255,0.0048022365304903215,92316.0,3.160747080992103
161,Velkoz,0.024515645904394,0.005047519920194666,0.0047839146349722,85904.0,3.0282851580949877
36,DrMundo,0.0367803180778345,0.007096778833301708,0.004745813331711854,128880.0,3.028982443286125
11,MasterYi,0.0197554371401305,0.004230491758726104,0.004708562084318968,69224.0,3.1513493471894565
101,Xerath,0.0226606484842673,0.004729392920656389,0.004673963342484342,79404.0,3.0022840688737644
203,Kindred,0.0147714871485778,0.0033780510640262496,0.00462804916724137,51760.0,2.9728182527856464
141,Kayn,0.0200887659073163,0.004283534787672368,0.004550388262005013,70392.0,2.92365464800551
910,Hwei,0.024771350164153,0.005084743782775935,0.004542944908169677,86800.0,2.935779727267742
142,Zoe,0.0271754268206371,0.0054807070036058,0.004538433343328713,95224.0,2.966532616811315
9,FiddleSticks,0.0185533988118884,0.004010091290524759,0.0045224678981297325,65012.0,3.1055902739340344
50,Swain,0.0299973059729775,0.005983625951731072,0.004519088043325776,105112.0,2.8894495742631343
421,RekSai,0.0208821340346935,0.0044040334200412794,0.004454834196510052,73172.0,2.8907951392489024
246,Qiyana,0.0479639548316689,0.009016065399047512,0.004443202361380698,168068.0,3.0463514002269587
96,KogMaw,0.0100032876261969,0.002579911540027,0.004403327739966416,35052.0,3.2434972170610235
8,Vladimir,0.0295795034771213,0.005884642590855297,0.004400401968142601,103648.0,2.8965937691845527
122,Darius,0.0290167257982767,0.00578805603199273,0.0043279172623522785,101676.0,2.702348071063121
78,Poppy,0.02487523001968,0.0050897796297998624,0.004307213220042515,87164.0,2.7201995291772616
90,Malzahar,0.0214095240704465,0.004515366463269567,0.004302355794844572,75020.0,2.7815756937954705
876,Lillia,0.0125797363506435,0.0029977755423728596,0.004229463583911049,44080.0,2.843010900111248
79,Gragas,0.0186983739948767,0.004026934491370159,0.0041699067200917485,65520.0,2.78621333089315
904,Zaahen,0.0509353753144934,0.00949239149528734,0.004055279999092658,178480.0,2.5275863316283598
10,Kayle,0.0258466778993895,0.005256402865835357,0.004042434590055456,90568.0,2.638643319335413
517,Sylas,0.0800902270745149,0.014430074569727043,0.0040262071692572805,280640.0,2.4493041132632665
91,Talon,0.0415393853052241,0.007923797130804799,0.004021416655421766,145556.0,2.5843501528044497
69,Cassiopeia,0.0219951324867695,0.004595953147698436,0.0039712107143720045,77072.0,2.6570352364028995
28,Evelynn,0.0105683483787893,0.002657526869744528,0.003958046572218795,37032.0,2.595975780629626
268,Azir,0.0145956904699935,0.003347550163313069,0.0038560883078774767,51144.0,2.4949866364037825
875,Sett,0.0187896969447907,0.004060810653563076,0.0038360755738356418,65840.0,2.362690963063153
45,Veigar,0.0186835340155157,0.0040554733906685335,0.0038041283627739545,65468.0,2.2883446447907394
25,Morgana,0.0200442459692332,0.004285860092662256,0.0037129052628272255,70236.0,2.268975312976329
14,Sion,0.0340463372647863,0.00663000901535636,0.003682454228499029,119300.0,2.3564493960828528
254,Vi,0.012587727108761,0.003002138293178232,0.003622178083579779,44108.0,2.2389085176387487
92,Riven,0.0341627740259265,0.006658483736845179,0.003587058518564131,119708.0,2.2475512765994257
516,Ornn,0.0216983328995493,0.004537987620472049,0.0035030645563433375,76032.0,2.179397087181345
950,Naafiri,0.0287598800016438,0.0057607685375126675,0.0033848846638411694,100776.0,2.1222074646948372
110,Varus,0.0285818002493116,0.005749189966905941,0.003383700063473968,100152.0,2.0655298446518247
114,Fiora,0.0282781514408478,0.00565709710387502,0.003362413943421368,99088.0,1.99217973347983
56,Nocturne,0.0138879376081606,0.003227844125711475,0.0032403953805943365,48664.0,1.9559110702772977
27,Singed,0.0178285228969466,0.003885323997166916,0.0032120647749486106,62472.0,1.9199932996785598
54,Malphite,0.0510278398012812,0.009499670492753444,0.003191571169453979,178804.0,1.9724431340003516
105,Fizz,0.0178935904987602,0.0039166188122043335,0.003064215881095622,62700.0,1.783248240030551
63,Brand,0.0167178075186184,0.0037190263075942117,0.0030565630920380313,58580.0,1.731235914140354
4,TwistedFate,0.0214449117135381,0.0045111624923584205,0.0030225725170945758,75144.0,1.8094309632833883
31,Chogath,0.0249129007365195,0.005085729139110553,0.0030112237648417793,87296.0,1.8081879814942399
154,Zac,0.0235247918978278,0.004853648089773196,0.0030066548934550652,82432.0,1.7979686952642808
80,Pantheon,0.0299059830230636,0.005956203048083737,0.002995017843150637,104792.0,1.8157358584546002
164,Camille,0.0197006433701821,0.00420673215880166,0.0029251156948027187,69032.0,1.636851820080816
62,MonkeyKing,0.0177326337995369,0.0038770418596475106,0.0028887069945266737,62136.0,1.6497136968963826
200,Belveth,0.0139141929562608,0.0032305120713229515,0.0028172967220133826,48756.0,1.551348384742296
35,Shaco,0.0256058136189915,0.005213631178188532,0.0028035789453926306,89724.0,1.5610081910981743
44,Taric,0.0111277014470121,0.002778314121766851,0.002622552815620725,38992.0,1.4880871410731706
34,Anivia,0.022815897499121,0.004745026245900995,0.0026058689243794414,79948.0,1.389748581839624
41,Gangplank,0.0232028784993812,0.0048018928249377035,0.0025243796363928466,81304.0,1.3596742531877946
75,Nasus,0.0132658000118719,0.003124283908234951,0.0025156541757770964,46484.0,1.3328825812335847
24,Jax,0.0419332155267279,0.007968117692374444,0.0025113190022706413,146936.0,1.2658668676586846
77,Udyr,0.013776066994516,0.0032038622266211936,0.0023449418394625296,48272.0,1.23646828135518
127,Lissandra,0.0119541741437331,0.002903361262328416,0.0023443232080901802,41888.0,1.2004529834071762
17,Teemo,0.0145682935850193,0.0033443001464820176,0.0023074129733910618,51048.0,1.1685144074727272
223,TahmKench,0.0097795463989077,0.002538661116549305,0.0022410749380518346,34268.0,1.089945931824371
6,Urgot,0.0177600306845111,0.0038817301938897006,0.0022128815499630294,62232.0,1.1002146687508616
98,Shen,0.0228627005109519,0.004741618397448055,0.0021873199695057973,80112.0,1.0568101323048917
150,Gnar,0.0160306023205161,0.003583770305831026,0.0021764186472543524,56172.0,1.041591252943167
32,Amumu,0.0098560293694606,0.0025492716222155765,0.0021722199400116206,34536.0,1.0440261297861688
136,AurelionSol,0.0149758222490102,0.003420670587308438,0.002158399327845702,52476.0,1.026618525524578
233,Briar,0.011986137176203,0.00291007460744133,0.002156165736553345,42000.0,1.0346800446775009
83,Yorick,0.0118080574238709,0.0028741496913937074,0.0018809383703334223,41376.0,0.8012257522447042
57,Maokai,0.0089850367346566,0.002398982420755425,0.001873308283134167,31484.0,0.8025431503483927
19,Warwick,0.0154084647242275,0.0034847006381538152,0.0018493050440859258,53992.0,0.7876891425557975
2,Olaf,0.0142509463340684,0.003283790640200178,0.0017962078007968147,49936.0,0.737617863790907
133,Quinn,0.0139518636731003,0.0032406511727313685,0.0017514202088526757,48888.0,0.6837660441963124
240,Kled,0.011369707264284,0.0027974818402947996,0.00174834142406133,39840.0,0.6813998320737819
711,Vex,0.0110637753820723,0.0027521533296367877,0.0015895631610410457,38768.0,0.5608551214365262
23,Tryndamere,0.0131995908731843,0.0031133514635964367,0.0013445401567695385,46252.0,0.3589704451446354
420,Illaoi,0.0077909891645319,0.0021925851335529525,0.0010934500669834714,27300.0,0.1559199934966117
113,Sejuani,0.0095603713191143,0.002488329695298835,0.0010877431562462145,33500.0,0.1569131718295775
48,Trundle,0.0081448655954484,0.0022545615290939128,0.0010158475529765607,28540.0,0.0977627982760625
74,Heimerdinger,0.0069667995415587,0.0020533979424449834,0.0,24412.0,0.0
1,Annie,0.006270462048465,0.0019378599382200378,0.0,21972.0,0.0
33,Rammus,0.0060227485468235,0.0018935086323812723,0.0,21104.0,0.0
72,Skarner,0.0056654475052853,0.001830994662598588,0.0,19852.0,0.0
102,Shyvana,0.0038743761500984,0.0015296068132459827,0.0,13576.0,0.0
